source.uri,con_name,country,lang-name,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class,Continent-name,Continent,Religions,2019Rank-From,SafetyandSecurity,PersonalFreedom,Governance,SocialCapital,InvestmentEnvironment,EnterpriseConditions,MarketAccessandInfrastructure,EconomicQuality,LivingConditions,Health,Education,NaturalEnvironment,PowerDistance,Individualism,Masculinity,UncertaintyAvoidance,LongTermOrientation,Indulgence,economicblocs-name,economicblocs,militarydefenseblocs-name,militarydefenseblocs,politicalregionalblocs-name,politicalregionalblocs,linguisticblocs-name,linguisticblocs
vg.no,Norway,NO,,,Center-right,,C8,C2,Europe,EU,Christian,3,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,low,high,,,North Atlantic Treaty Organization (NATO),NATO,,,,
nettavisen.no,Norway,NO,,,Independent,,C8,C2,Europe,EU,Christian,3,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,low,high,,,North Atlantic Treaty Organization (NATO),NATO,,,,
tv2.no,Norway,NO,,,Independent,,C8,C2,Europe,EU,Christian,3,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,low,high,,,North Atlantic Treaty Organization (NATO),NATO,,,,
nrk.no,Norway,NO,,,Publicly funded,,C8,C2,Europe,EU,Christian,3,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,low,high,,,North Atlantic Treaty Organization (NATO),NATO,,,,
klassekampen.no,Norway,NO,,,Socialist,,C8,C2,Europe,EU,Christian,3,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,low,high,,,North Atlantic Treaty Organization (NATO),NATO,,,,
boereport.com,Norway,NO,,,,,C8,C2,Europe,EU,Christian,3,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,low,high,,,North Atlantic Treaty Organization (NATO),NATO,,,,
upstreamonline.com,Norway,NO,English,eng,,,C8,C2,Europe,EU,Christian,3,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,low,high,,,North Atlantic Treaty Organization (NATO),NATO,,,,
tt.se,Sweden,SE,,,Center,ChatGPT,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
aftonbladet.se,Sweden,SE,,,Center-left,ChatGPT,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
sydsvenskan.se,Sweden,SE,,,Center-left,ChatGPT,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
dn.se,Sweden,SE,,,Center-right,ChatGPT,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
expressen.se,Sweden,SE,,,Center-right,ChatGPT,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
gp.se,Sweden,SE,,,Center-right,ChatGPT,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
svd.se,Sweden,SE,,,Center-right,ChatGPT,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
svt.senyheter,Sweden,SE,,,Public broadcaster,ChatGPT,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
flashback.org,Sweden,SE,,,,,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
publimetro.cl,Sweden,SE,,,,,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
ttnews.com,Sweden,SE,,,,,C8,C2,Europe,EU,Christian,2,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,low,high,high,European Union (EU),EU,,,,,,
www.aamulehti.fi,Finland,FI,,,Center-left-liberal,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.hbl.fi,Finland,FI,,,Center-left-liberal,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.hs.fi,Finland,FI,,,Center-left-liberal,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.ts.fi,Finland,FI,,,Center-left-liberal,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.kauppalehti.fi,Finland,FI,,,Center-right-business,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.talouselama.fi,Finland,FI,,,Center-right-business,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.iltalehti.fi,Finland,FI,,,Center-right-populist,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.is.fi,Finland,FI,,,Center-right-populist,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.mtvuutiset.fi,Finland,FI,,,Center-right-populist,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
www.yle.fi,Finland,FI,,,Public broadcaster,ChatGPT,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
finlandtimes.fi,Finland,FI,,,,,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
helsinkitimes.fi,Finland,FI,,,,,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
savonsanomat.fi,Finland,FI,,,,,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
valtioneuvosto.fi,Finland,FI,,,,,C8,C2,Europe,EU,Christian,4,best,best,best,best,best,best,best,best,best,best,best,best,low,high,low,high,low,high,European Union (EU),EU,,,,,,
letemps.ch,Switzerland,CH,,,Center-left-liberal,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
tagesanzeiger.ch,Switzerland,CH,,,Center-left-liberal,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
tdg.ch,Switzerland,CH,,,Center-left-liberal,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
blick.ch,Switzerland,CH,,,Center-right,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
aargauerzeitung.ch,Switzerland,CH,,,Center-right-liberal,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
bazonline.ch,Switzerland,CH,,,Center-right-liberal,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
nzz.ch,Switzerland,CH,,,Center-right-liberal,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
derbund.ch,Switzerland,CH,German,ger,Liberal,https:en.wikipedia.orgwikiDer_Bund,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
rts.ch,Switzerland,CH,,,Publicly funded,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
srf.ch,Switzerland,CH,,,Publicly funded,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
20min.ch,Switzerland,CH,,,Tabloid-non-partisan,ChatGPT,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
24heures.ch,Switzerland,CH,Swiss-French,fre,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
blickamabend.ch,Switzerland,CH,German,ger,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
bzbasel.ch,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
dailypress.com,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
droit-inc.com,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
elorbe.com,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
lanationarabe.com,Switzerland,CH,French,fre,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
lematin.ch,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
lesafriques.com,Switzerland,CH,French,fre,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
noizz.rs,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
suedostschweiz.ch,Switzerland,CH,German,ger,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
tagblatt.ch,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
thelocal.de,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
thunertagblatt.ch,Switzerland,CH,German,ger,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
weforum.org,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
wto.org,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
wwf.panda.org,Switzerland,CH,,,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
zueriost.ch,Switzerland,CH,German,ger,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
zugerzeitung.ch,Switzerland,CH,German,ger,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
zuonline.ch,Switzerland,CH,German,ger,,,C5,C2,Europe,EU,Christian,5,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,high,,,,,,,French-speaking,Fre
www.spiegel.de,Germany,DE,,,Center-left,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.stern.de,Germany,DE,,,Center-left,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.sueddeutsche.de,Germany,DE,,,Center-left,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.zeit.de,Germany,DE,,,Center-left,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.faz.net,Germany,DE,,,Center-right,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.focus.de,Germany,DE,,,Center-right,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.welt.de,Germany,DE,,,Center-right,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.bild.de,Germany,DE,,,Conservative-populist,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.dw.com,Germany,DE,,,Publicly funded,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
www.tagesschau.de,Germany,DE,,,Publicly funded,ChatGPT,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
abendzeitung-muenchen.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
augsburger-allgemeine.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
berliner-zeitung.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
boersen-zeitung.de,Germany,DE,German,ger,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
brigitte.de,Germany,DE,German,ger,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
bunte.de,Germany,DE,German,ger,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
bz-berlin.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
culture.dwnews.com,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
derwesten.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
deutschlandfunk.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
dnn.de,Germany,DE,German,ger,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
dw.com,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
eifelzeitung.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
fnp.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
focus.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
freenet.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
freiepresse.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
freitag.de,Germany,DE,,,,,C5,C2,Europe,EU,Christian,9,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,German-speaking,Ger
